week,period,bathroom accessories_pv,bathroom cabinets_pv,bathroom fixture parts_pv,bathroom fixtures_pv,bathroom shelves_pv,bathroom vanities and sink consoles_pv,medicine cabinets_pv,towel bars and hooks_pv,towels_pv,vanity stools and benches_pv,vanity tops and side splashes_pv,bathroom accessories_cm,bathroom cabinets_cm,bathroom fixture parts_cm,bathroom fixtures_cm,bathroom shelves_cm,bathroom vanities and sink consoles_cm,medicine cabinets_cm,towel bars and hooks_cm,towels_cm,vanity stools and benches_cm,vanity tops and side splashes_cm
2020-12-21,pre,8580.0,1855.0,20429.0,67603.0,1373.0,73770.0,6113.0,6852.0,217.0,789.0,350.0,1066.7863814996308,818.2800683576519,-383.379887107155,6166.731311099793,25.33498488888656,18316.91352954439,-1529.9268223054319,1000.8874359808516,-26.882496321748352,355.1904514257237,-5.415647
2020-12-28,pre,11839.0,2757.0,25068.0,74737.0,1839.0,119804.0,8335.0,8144.0,242.0,1382.0,477.0,2000.6251257845215,737.6547090772409,486.66951892465545,7963.103361264706,85.32723156704063,33246.59087863814,2052.017191877427,2559.418613535409,83.98225012366322,422.6544741914602,0.12678427049698882
2021-01-04,pre,9973.0,2682.0,23690.0,70220.0,1726.0,105444.0,7086.0,7590.0,580.0,1229.0,472.0,1708.3566724543368,702.9820036830635,45.8711694861253,9326.373873483646,174.67734050457915,38808.51216016874,2827.6682360514537,1111.3362996897154,189.67030084246153,697.9829114022848,-11.052444
2021-01-11,pre,11248.0,2308.0,23404.0,72639.0,1631.0,107519.0,7608.0,7553.0,379.0,1335.0,480.0,1520.631569866781,1030.8129627135095,1449.2401132997625,8919.268152291543,134.91409859109004,25113.800068536453,3447.2955183920826,1126.7429357934093,67.5961693047266,323.0336792541406,-8.810701349467323
2021-01-18,pre,11706.0,2587.0,25794.0,73994.0,1702.0,113544.0,8127.0,7973.0,190.0,1543.0,518.0,1878.1923274033068,302.74051311382584,-1013.3069284642693,9779.69586030383,137.02289857234692,36016.44833907053,6693.434152425867,1074.4151192248914,51.616950537385165,296.2884476964949,-7.3051379999999995
2021-01-25,pre,16286.0,2640.0,42846.0,97745.0,1928.0,151487.0,8049.0,11179.0,462.0,1542.0,686.0,2429.4188428265043,251.17376661530437,2001.931275556363,9871.060017184069,214.22729442259364,40946.83190563589,-740.95188604743,1342.5390702204302,26.509926462983753,931.1246438510759,-1.4272335744377997
2021-02-01,pre,15812.0,2050.0,52808.0,105462.0,1867.0,141354.0,6754.0,13920.0,299.0,1487.0,546.0,1845.797016113927,970.1225579925128,863.569667341632,8889.820064625726,-176.17800440643998,43033.08418882979,1545.0393487088736,1039.2557151880699,26.660115716537877,235.72493805028716,195.98834061522325
2021-02-08,pre,13819.0,1755.0,47699.0,88635.0,1540.0,108253.0,5642.0,11709.0,77.0,1428.0,472.0,2149.9386959624367,-57.118991207707154,-139.70518024616348,10425.86824201211,71.90742099303321,31196.17666381081,4855.344291653539,1715.734625173038,15.63784058077988,647.0426437584703,-15.059999999999999
2021-02-15,pre,14553.0,2150.0,48056.0,92269.0,1668.0,122355.0,6059.0,12378.0,134.0,1299.0,493.0,2821.325932060047,930.8259925847938,198.21963853826924,10338.591520459333,-45.04052170801104,24974.566735643835,517.5640048442433,2537.600914451388,93.4834356014062,249.728429767455,201.1353656062484
2021-02-22,pre,12869.0,1700.0,45189.0,96747.0,1601.0,105818.0,6505.0,12165.0,114.0,1039.0,561.0,2030.4184733642462,1122.795688016672,165.10679597616758,10232.124622474104,49.11917981470613,50131.99597720099,3035.6368740111348,1002.5751744293975,81.22324048594346,1546.5282771916154,-17.092573
2021-03-01,pre,13071.0,2117.0,55494.0,105991.0,1729.0,123603.0,5929.0,12743.0,176.0,894.0,513.0,2103.7921910634172,1275.5578139895074,1316.0357989808504,10190.482471195652,107.05721777940245,39803.44749374739,1547.8148027205182,1176.8282559681031,5.252980545124786,189.95100536022795,-122.59789419882395
2021-03-08,pre,13928.0,1625.0,62249.0,112773.0,1694.0,120506.0,5636.0,14351.0,98.0,856.0,500.0,1445.5135713497666,253.94949796939775,367.38430114532605,8465.856095786436,58.87529300131053,50708.84884229386,2939.479207375855,1249.445419670834,71.74497787356637,246.69598352933056,-27.292716
2021-03-15,pre,14520.0,1804.0,70752.0,117587.0,1867.0,118682.0,5449.0,15514.0,99.0,919.0,598.0,2344.778964826306,440.9360537741814,2308.9356860652474,15324.411384559597,92.30307286725342,38854.383832085245,2874.303151898549,1054.0141820937622,-244.39866903331125,396.92902967807345,173.64843958071512
2021-03-22,pre,15149.0,2003.0,73399.0,122889.0,2055.0,103791.0,5904.0,16037.0,123.0,763.0,504.0,1903.2972561941006,138.40497038669037,-302.62167969437843,8941.529464456537,128.08674515043836,30451.73172576876,2394.5629682931612,947.7128657025218,-64.68088054183224,118.61001788966252,-29.276385999999995
2021-03-29,pre,13479.0,1600.0,60920.0,110700.0,1899.0,95142.0,5086.0,13258.0,265.0,796.0,498.0,1806.7275185702001,516.0150445042108,1487.2971631040386,8413.98886723342,173.78486316159064,36546.61680084727,2246.155790285444,1080.0881908734032,21.126925999999997,609.8061829852439,-18.175139
2021-04-05,pre,13034.0,1843.0,57045.0,111822.0,1692.0,101895.0,5859.0,12505.0,804.0,974.0,493.0,1655.4592478673799,338.79849691461396,-645.0599568551868,4660.440281199028,164.0681031560527,50307.76318428109,823.715372298544,795.7359552513715,484.12443368286347,238.05408173168638,40.934223499332425
2021-04-12,pre,12583.0,2168.0,60940.0,114173.0,1729.0,99328.0,6508.0,12182.0,189.0,815.0,533.0,874.8365149074955,398.6620131540332,77.05980217397997,11638.211197095326,45.707212683945386,32148.947092993065,2148.4041781360143,842.0376298891588,-12.417936000000001,81.61556790063771,226.3427801675512
2021-04-19,pre,12739.0,2249.0,58134.0,111376.0,1672.0,109660.0,6728.0,12121.0,168.0,770.0,607.0,1454.1166075473966,781.324118018818,383.578790714261,8089.804610026192,161.3009108884619,19671.741627661573,1798.047109289213,-91.00321853531914,167.5436270863879,124.02133415375377,-30.43039984509308
2021-04-26,pre,12121.0,1936.0,59374.0,114163.0,1782.0,97937.0,6406.0,11557.0,295.0,751.0,552.0,1824.3752222429264,702.7055386220139,-904.7713371221616,4217.928486467714,279.4523646586499,42043.774233893906,1409.8164530238548,972.025097912639,148.74355283403094,87.13805567009774,-34.65
2021-05-03,pre,12413.0,2031.0,59471.0,118391.0,1821.0,91485.0,7123.0,12702.0,297.0,930.0,522.0,1458.089503411777,584.0527559810848,-1214.0007640855865,3652.5329866597185,90.1387127779645,19068.814528798557,3703.8167966980163,2332.605657582549,70.88433873788883,285.13257985047915,-21.76
2021-05-10,pre,12391.0,2041.0,60700.0,115413.0,1779.0,86486.0,6526.0,12617.0,212.0,927.0,400.0,2465.5569218239134,262.71763974843236,-2040.9754867525653,7970.673018418307,147.69223192353533,25399.427477280344,1360.895341300974,1038.288254923513,98.8732072874589,-128.05043644139408,34.09156690647399
2021-05-17,pre,13164.0,2043.0,63438.0,115629.0,1638.0,88465.0,5743.0,12674.0,204.0,851.0,467.0,791.0930706661887,598.6016250601488,1540.351023912792,5407.665009768102,25.252796601431733,20369.10822077639,-739.6036019811886,773.8361965206052,156.78499455006713,59.9557480644098,389.65016652161114
2021-05-24,pre,13269.0,2034.0,55173.0,105351.0,1705.0,99834.0,6537.0,12818.0,316.0,919.0,454.0,658.8645726003641,1488.5377678063683,-71.72517218349698,8533.251178095185,102.52085338625332,4581.941826024084,813.2300447316194,369.25766365064936,88.11444912785257,302.2851606574365,53.812836453494064
2021-05-31,pre,12509.0,2209.0,53853.0,99340.0,1561.0,93396.0,6561.0,12377.0,470.0,729.0,563.0,2732.9209745377425,761.97532586555,1482.2326959905577,6705.199740436654,93.93666243621202,18742.934849316676,1919.8889783921431,3.7861365991160483,70.69805369652344,92.19732705452085,-55.674493999999996
2021-06-07,pre,11974.0,2084.0,46998.0,91123.0,1742.0,87520.0,6300.0,11275.0,499.0,755.0,575.0,2387.3160750101324,-128.3917000648136,135.48632189959682,9665.184300054687,233.50503417439694,9811.437938029943,767.9121492566162,788.5821077460234,98.5801617613661,34.99099516917346,-111.26815199999999
2021-06-14,pre,12259.0,2025.0,50186.0,93366.0,1726.0,91691.0,5737.0,12737.0,443.0,835.0,703.0,1466.0154999629967,3848.2343650891294,-2036.8488793476695,2920.2777665974004,52.04979679548546,6389.91439698071,-1208.8313293155734,1023.1961425019532,115.92282696203286,52.48954853110418,-72.99971451647177
2021-06-21,pre,13101.0,2340.0,50750.0,95339.0,1583.0,107246.0,6265.0,13370.0,231.0,816.0,670.0,267.7830749368967,888.0783706767559,-1187.0884291792006,4639.545169909297,67.57271822634802,-15332.5423157132,495.29911622146733,9.76996542379838,6.631400026906457,611.6977772568742,-135.9932330356025
2021-06-28,pre,11841.0,2425.0,45535.0,87821.0,1640.0,103859.0,6130.0,11276.0,157.0,925.0,658.0,611.0963772087592,-228.48532298310198,-1419.6353819121723,5661.932785644887,77.54281603804371,20196.443781529,1313.0449837339854,1418.7778373963502,-14.713047768963179,65.49417190507256,-100.41960399999999
2021-07-05,pre,12276.0,2640.0,48373.0,87927.0,1600.0,103727.0,7747.0,12484.0,296.0,968.0,611.0,853.9052581194086,-42.090524957732896,-2854.2371880172036,5407.907709212688,81.91117512400385,8066.55904734491,1737.3396656960126,-265.1206444889232,-8.508436999999999,65.99653664244674,-89.67422601659402
2021-07-12,pre,11975.0,2370.0,51326.0,90431.0,1767.0,105127.0,7746.0,12810.0,248.0,1024.0,484.0,1216.432283716595,422.4365473001317,445.1186914842489,7442.9232300120075,94.70200098246194,18033.77500212226,1856.026353830432,701.3657585881617,14.228636170966123,208.47613062118478,-142.3363264700121
2021-07-19,pre,12199.0,2370.0,47065.0,90384.0,1552.0,102522.0,8020.0,13049.0,397.0,975.0,483.0,1106.820559109416,330.64007121039685,-272.00539532644575,7314.684689277109,74.9498502192076,10270.388126655638,1738.7597417105676,1047.823630132384,48.44268762687933,108.79472389592705,195.03825934951533
2021-07-26,pre,11900.0,2490.0,45812.0,85347.0,1507.0,100961.0,7607.0,11924.0,211.0,979.0,609.0,653.646634076542,2759.4685708335633,-851.4442651748701,4963.087066352558,50.055630417408906,18859.13237763536,2849.8088914203163,765.3709242041302,80.45651690019257,371.2944576875455,37.4532483435557
2021-08-02,pre,11267.0,2039.0,37537.0,74379.0,1445.0,95150.0,8350.0,9990.0,199.0,1038.0,554.0,1548.4264882920866,877.700084147464,-25.763891436546572,4578.6426206730775,85.83701187970703,15656.677771719937,2413.125614477931,399.1717375501514,199.6019622430647,585.2568894150106,10.116783452073896
2021-08-09,pre,12968.0,1937.0,51362.0,90722.0,1451.0,94424.0,7587.0,13317.0,59.0,876.0,478.0,1286.7711351161092,43.57902680692554,45.479663669965475,5810.334745145209,113.61222990163795,30486.81984267052,1643.2998694395878,992.2408693379792,0.8829712498419421,544.4430668003635,-5.935436668151298
2021-08-16,pre,13763.0,1970.0,49913.0,94320.0,1426.0,117489.0,7905.0,13759.0,74.0,915.0,482.0,2033.7996143228972,241.46576968026082,-1628.4417356155689,12138.882512380434,15.683012860487171,23326.651003470586,1467.2739195699662,551.2789584650272,22.078176401212428,165.90792497603755,12.364259409982482
