week,period,bathroom accessories_pv,bathroom cabinets_pv,bathroom fixture parts_pv,bathroom fixtures_pv,bathroom shelves_pv,bathroom vanities and sink consoles_pv,medicine cabinets_pv,towel bars and hooks_pv,towels_pv,vanity stools and benches_pv,vanity tops and side splashes_pv,bathroom accessories_cm,bathroom cabinets_cm,bathroom fixture parts_cm,bathroom fixtures_cm,bathroom shelves_cm,bathroom vanities and sink consoles_cm,medicine cabinets_cm,towel bars and hooks_cm,towels_cm,vanity stools and benches_cm,vanity tops and side splashes_cm
2021-08-02,pre,11290.0,1994.0,37575.0,74802.0,1421.0,93225.0,8318.0,10034.0,201.0,1084.0,409.0,1508.505310346656,778.3918379231952,86.65566462612856,4516.3669284609105,85.46487834956422,15575.310969485043,2165.8212426225623,385.49104695085595,200.38924752396895,574.0755693355893,20.00266356044571
2021-08-09,pre,12995.0,1886.0,51343.0,91350.0,1428.0,93359.0,7572.0,13339.0,69.0,926.0,356.0,1326.6820983616487,42.59815953700155,86.9813457769327,5628.816157970043,113.5108484936519,30892.203593163704,1552.7850494023608,977.1278506474249,1.224984207316068,703.1306081620257,8.284563331848704
2021-08-16,pre,13889.0,1951.0,49738.0,94690.0,1411.0,115991.0,7949.0,13747.0,74.0,980.0,290.0,2130.7322362119507,232.03787785792866,-1666.3886540170663,11883.292123904423,15.413302197964752,21527.731625250777,1299.7794983097237,496.9195802087665,23.30831134704225,167.50500548177712,25.29801975994219
2021-08-23,pre,14987.0,2249.0,58461.0,101138.0,1585.0,109698.0,8479.0,14764.0,68.0,1061.0,474.0,1218.1323986639452,-35.944175835135425,718.6725200611035,9511.580502066683,156.40537548339537,19302.5045979002,647.537572015136,990.1430839269892,0.4942938194699107,806.7677478129838,-71.74303599999999
2021-08-30,pre,13880.0,2152.0,58323.0,98803.0,1843.0,100643.0,8148.0,14345.0,83.0,1191.0,500.0,1463.3098789446847,253.96483979669526,142.92543298521596,5498.398698724768,52.21381617250402,14558.268041533729,-895.6572183318792,899.3803864479411,-21.33920867511601,494.0840681526105,-13.518307981439392
2021-09-06,pre,12125.0,2495.0,39145.0,78402.0,1686.0,100989.0,8111.0,10807.0,66.0,1252.0,554.0,1718.3269827306115,947.7893826804427,-1286.9549507868494,4875.959711731622,121.55208241847706,19013.596756572482,906.4197537498808,695.1971662827921,33.15964559761279,337.34197510959547,113.72096848566824
2021-09-13,pre,13218.0,2246.0,50875.0,91331.0,1606.0,94483.0,8602.0,13570.0,112.0,1335.0,521.0,1076.666993876114,573.6546024420286,-175.08541128516168,7510.14112347031,26.004538476972805,17441.059543536034,1590.9620267583962,608.1134122435684,38.500278508064994,261.4537415252563,38.533281622859775
2021-09-20,pre,14758.0,2235.0,54061.0,95613.0,1549.0,123540.0,9107.0,13778.0,254.0,1118.0,715.0,1547.615796673284,664.3642933868518,-1022.4059024151086,8565.966251726575,96.0851342478349,19325.55106945293,1252.8966355083219,391.7266999503625,33.89486418474967,616.2865007427059,130.59017860610078
2021-09-27,pre,15305.0,2406.0,49682.0,91471.0,1496.0,129028.0,8885.0,12494.0,252.0,1276.0,662.0,1746.8454580569064,695.6054823612025,-446.96364223046356,6160.186221555369,116.5926298688991,23327.28737440532,5175.3240303808125,2123.145823665896,49.66810945192541,692.8698860567926,101.33573368834502
2021-10-04,pre,14812.0,2808.0,54534.0,89230.0,1404.0,128878.0,9309.0,12796.0,105.0,1380.0,1204.0,2142.6941631978084,-100.4343450273872,-1016.9793443996072,9646.75392515462,75.96818957957156,24368.13711290503,445.5330789943734,1781.0554731255038,20.664737795117937,503.4961168102244,45.66492591644827
2021-10-11,pre,15059.0,2638.0,51262.0,93321.0,1663.0,117631.0,9154.0,13557.0,177.0,1286.0,1022.0,1244.4648688535701,-147.7196743265897,-39.216730508940785,2085.937921065209,9.965019480920043,25300.266282031374,2823.0377724531654,1526.039367549813,59.536821677646245,692.7313879305918,-405.0242075605139
2021-10-18,pre,8415.0,1451.0,29811.0,52447.0,758.0,70390.0,5627.0,7821.0,294.0,606.0,466.0,1054.3737322700017,205.39758657995662,-119.79482273780432,4425.700000186585,20.403059104797457,8771.661520457033,1090.4795843838465,657.9754909890102,107.57957667785887,433.64305841108137,-0.9550538977363985
2021-10-18,post,5864.0,1221.0,19277.0,32935.0,524.0,49759.0,4263.0,5042.0,70.0,499.0,383.0,479.83568924434314,513.9689084164286,-901.585273189214,899.9541480025484,91.78469860223399,8700.995491915211,1328.3533012784546,542.4637459203643,40.96059690315873,-41.161757003274865,217.45638321906742
2021-10-25,post,13226.0,2739.0,37933.0,66676.0,771.0,105831.0,9462.0,9791.0,218.0,1330.0,659.0,913.1210925191273,-20.916521803258064,989.1067933029253,6130.33933669852,128.3114832418903,11120.312613120597,3543.198095609627,545.5092830625879,-8.14,415.1723668815322,82.63562109588855
2021-11-01,post,12556.0,2750.0,38608.0,67746.0,831.0,107649.0,9760.0,9921.0,91.0,1229.0,747.0,2540.753441891217,-128.545530284679,-1008.4264572151503,3733.032717528109,116.15188602886,25350.471145679483,4133.321205822281,1313.405878764739,104.81168472302956,1080.2760907104312,165.04745006474909
2021-11-08,post,11716.0,2742.0,33921.0,64958.0,744.0,112846.0,10815.0,8762.0,177.0,1089.0,800.0,1909.9512224606976,390.65153277972865,-2808.216476493632,821.3540549591261,12.198735317810735,7377.276970545371,4701.388467061623,454.9004244655105,-8.700000000000001,16.343151994840046,-25.48586085542609
2021-11-15,post,10322.0,2613.0,31022.0,61966.0,707.0,97930.0,8337.0,8333.0,462.0,1171.0,666.0,1581.5073126485772,-64.60041649730545,-741.9102953649268,1675.4706794222966,83.83106879857164,12788.980645169158,986.9549697489366,891.6701658141415,33.74307703499732,389.71798017076065,-160.04397785102728
2021-11-22,post,6898.0,2084.0,19035.0,43559.0,553.0,89635.0,7070.0,5250.0,426.0,1102.0,647.0,395.3286806908357,-90.84939847124916,-853.6307527671186,3093.587492688012,44.89138328566216,30736.3501166169,1357.3537678103978,172.8764123047331,115.13712564893385,408.26395059162155,-173.4927183050983
2021-11-29,post,4145.0,874.0,13239.0,27341.0,375.0,39542.0,3290.0,3871.0,280.0,434.0,269.0,637.4696091851074,169.01553882446197,-461.1258128766144,1824.2045335597945,36.421102893138595,7941.77151741095,-769.1235832104865,-61.10937992110525,29.248951356957722,114.04346443037528,-70.68619264285029
