week,period,bathroom accessories_pv,bathroom cabinets_pv,bathroom fixture parts_pv,bathroom fixtures_pv,bathroom shelves_pv,bathroom vanities and sink consoles_pv,medicine cabinets_pv,towel bars and hooks_pv,towels_pv,vanity stools and benches_pv,vanity tops and side splashes_pv,bathroom accessories_cm,bathroom cabinets_cm,bathroom fixture parts_cm,bathroom fixtures_cm,bathroom shelves_cm,bathroom vanities and sink consoles_cm,medicine cabinets_cm,towel bars and hooks_cm,towels_cm,vanity stools and benches_cm,vanity tops and side splashes_cm
2021-03-15,pre,14545.0,1767.0,70329.0,116867.0,1832.0,116373.0,5464.0,15535.0,104.0,946.0,531.0,2207.3982339437866,462.76653177418143,2307.700568560686,15822.225118503813,92.30307286725342,36854.59089958336,2688.8412659749865,1048.6910228320523,-244.39866903331122,394.02004237276327,177.23236864050997
2021-03-22,pre,15152.0,1968.0,73049.0,122165.0,2001.0,101115.0,5901.0,16034.0,124.0,796.0,429.0,1915.6162985209758,147.7009047689205,-286.56295263720165,8932.109374391472,128.08549362416258,28824.466868258023,2381.2346580717813,950.8055250967902,-64.68122289132381,209.26392223430454,-27.156386
2021-03-29,pre,13452.0,1550.0,61082.0,110188.0,1829.0,92670.0,5022.0,13268.0,265.0,821.0,431.0,1824.361301409629,545.1440359529284,1493.6464555394898,9125.611031795195,173.7844818346942,35917.543810685005,2142.576488719091,1095.4414726968253,21.126925999999994,601.5071293316913,-18.175139
2021-04-05,pre,13004.0,1774.0,56548.0,111518.0,1664.0,100423.0,5815.0,12531.0,810.0,987.0,430.0,1690.471783352429,369.52390106257565,-629.84002171966,4431.819364453013,164.06750416145505,47766.1363762812,649.8024749164026,763.2260559386717,484.12443368286347,233.15557680634615,41.41422349933242
2021-04-12,pre,12529.0,2127.0,61961.0,113318.0,1709.0,98074.0,6493.0,12489.0,191.0,857.0,453.0,880.725129267431,405.39100143771475,67.56024771292664,12381.149575030182,45.70686841019291,33258.618885693366,1797.316482883735,842.3926263750691,-12.417936000000001,76.74262687140214,228.61238202884041
2021-04-19,pre,12776.0,2141.0,58509.0,110904.0,1657.0,108360.0,6794.0,12126.0,169.0,776.0,541.0,1467.496155243441,760.8732905641776,370.7526700077765,8338.007779542115,161.30011798605165,17454.531738575744,1796.774576373288,-94.4588055136038,167.54362708638786,122.26111521932123,-30.070399845093075
2021-04-26,pre,12133.0,1882.0,59360.0,114155.0,1752.0,96120.0,6407.0,12197.0,296.0,780.0,513.0,1833.183861868756,789.9956543221241,-908.0238891724505,4353.111794714318,279.44197428817847,39767.14521922445,1408.3657685601893,1006.406589537628,148.71692727669543,6.29557450316481,-28.679999999999996
2021-05-03,pre,12482.0,2013.0,59679.0,118218.0,1796.0,89519.0,7121.0,12755.0,297.0,955.0,450.0,1457.9935460249126,593.4697084472648,-1201.1966329908273,3470.1956820809783,90.13871277796449,18353.5195377859,3696.08310934119,2301.8554296704538,70.88425599506496,294.562489836773,-19.69
2021-05-10,pre,12408.0,1981.0,60890.0,115641.0,1745.0,84562.0,6517.0,12624.0,207.0,971.0,323.0,2466.204757128033,262.5166689667556,-2043.2082377787017,7641.738376901137,147.6919872457732,25485.91961642736,1352.849756092098,1134.2373038640653,98.87298979611472,-130.75128456518408,39.901059426671004
2021-05-17,pre,13164.0,2001.0,63017.0,115378.0,1629.0,86341.0,5693.0,12673.0,206.0,877.0,398.0,862.1546361175372,601.9463023865197,1515.963036630753,5835.634355214869,25.252796601431747,18213.881711709775,-903.5111563902219,865.7030651320883,156.7790768175731,52.86574806440985,405.89960733021815
2021-05-24,pre,13306.0,2002.0,54838.0,105418.0,1674.0,98609.0,6514.0,12869.0,315.0,946.0,398.0,661.5916940606182,1601.6444353769848,-284.21909070180163,7934.3128276576335,102.52085338625334,1760.35316599218,941.0643220636246,264.2061199145044,88.11147801890232,301.6210804454265,69.4428364534941
2021-05-31,pre,12482.0,2158.0,54153.0,99127.0,1548.0,91560.0,6559.0,12359.0,468.0,775.0,436.0,2668.0898908749327,765.4492257903786,1467.8191386047354,7191.516246382139,93.93473143200626,18638.065926448424,2026.103958110059,-63.41876411391888,70.69688706273867,90.50376835599644,-29.434493999999997
2021-06-07,pre,11923.0,2067.0,46768.0,91032.0,1683.0,85787.0,6270.0,11314.0,498.0,802.0,358.0,2270.4496415011995,-126.36963061466435,-20.287671164565335,9614.503772922073,233.50458520931548,5375.79108505697,764.4636339366539,753.6121828663067,98.5801617613661,33.49475034376576,-29.398152
2021-06-14,pre,12283.0,2017.0,50294.0,93340.0,1705.0,89700.0,5716.0,12746.0,431.0,864.0,462.0,1317.176212391005,3844.909049089129,-2041.1028793426901,2819.9400728466794,52.04979679548548,5162.037522929468,-1298.5018486638019,1003.462586501953,115.9228269620328,61.218596758106116,-7.08337551647182
2021-06-21,pre,13116.0,2294.0,50860.0,95205.0,1560.0,105081.0,6263.0,13359.0,229.0,844.0,471.0,278.60418919600147,881.1299056138163,-1143.8814502622752,4765.922690286003,67.58986737113123,-14432.883382578999,522.3120252248818,-22.41683753248354,6.6386127186651915,606.728889161565,-89.24173603560244
2021-06-28,pre,11941.0,2393.0,45684.0,87853.0,1555.0,102172.0,6115.0,11305.0,162.0,980.0,532.0,549.7332778398933,-257.89226712883345,-1562.3546895687036,5869.223477643302,72.10732569692854,19187.178141319164,1328.4477862553297,1357.1884487040006,-14.71364862050564,47.28407199358247,-69.22
2021-07-05,pre,12387.0,2595.0,48323.0,88212.0,1581.0,101938.0,7728.0,12508.0,294.0,1024.0,508.0,840.5412843532566,376.4558685451544,-54.62942313205579,4694.007784359905,73.90219513376469,5341.794804879539,1573.8451033205201,435.0029916919606,-8.508436999999999,228.77240189802444,-34.13633545239533
2021-07-12,pre,11874.0,2354.0,51418.0,90937.0,1736.0,103341.0,7738.0,12823.0,252.0,1059.0,348.0,1274.6534165648418,432.31574952353526,429.671102578102,7358.159067963397,94.2810260921508,18832.361322909757,1634.0214123602714,736.482725275738,14.328555951085706,204.10681061545313,-92.81060735527956
2021-07-19,pre,12237.0,2337.0,46299.0,90673.0,1538.0,100939.0,8015.0,13046.0,396.0,1017.0,387.0,1196.1431390877005,424.51146401156655,-431.0036073096623,7358.930814675547,74.58815052896898,9578.633164684925,1593.0377701082625,810.7245351333283,50.5025888054451,103.92540640694827,212.51049034951524
2021-07-26,pre,11989.0,2435.0,45980.0,85584.0,1488.0,99081.0,7644.0,11905.0,213.0,1041.0,524.0,653.122184044554,2761.1055383593975,-864.8329490010605,4710.907123910396,49.99635521733634,18142.090587629475,3043.7630455749268,774.6964038057248,81.54799078381201,367.0846072068649,100.42966931645537
