week,period,bathroom accessories_pv,bathroom cabinets_pv,bathroom fixture parts_pv,bathroom fixtures_pv,bathroom shelves_pv,bathroom vanities and sink consoles_pv,medicine cabinets_pv,towel bars and hooks_pv,towels_pv,vanity stools and benches_pv,vanity tops and side splashes_pv,bathroom accessories_gmv,bathroom cabinets_gmv,bathroom fixture parts_gmv,bathroom fixtures_gmv,bathroom shelves_gmv,bathroom vanities and sink consoles_gmv,medicine cabinets_gmv,towel bars and hooks_gmv,towels_gmv,vanity stools and benches_gmv,vanity tops and side splashes_gmv
2021-03-15,pre,14545.0,1767.0,70329.0,116867.0,1832.0,116373.0,5464.0,15535.0,104.0,946.0,531.0,10913.319999999998,2187.0,19860.91,96415.84,416.0,447025.18,13669.79,6340.48,578.0,1879.16,810.0
2021-03-22,pre,15152.0,1968.0,73049.0,122165.0,2001.0,101115.0,5901.0,16034.0,124.0,796.0,429.0,9556.809999999998,3197.0,11452.829999999998,68769.28,490.97,464331.9,28455.0,7213.759999999999,59.0,1450.0,0.0
2021-03-29,pre,13452.0,1550.0,61082.0,110188.0,1829.0,92670.0,5022.0,13268.0,265.0,821.0,431.0,9702.679999999998,3449.0,16005.859999999999,71775.21,711.99,432600.72,18659.0,8557.39,165.0,2976.16,0.0
2021-04-05,pre,13004.0,1774.0,56548.0,111518.0,1664.0,100423.0,5815.0,12531.0,810.0,987.0,430.0,11498.179999999997,1849.0,19434.05,57777.53,684.48,464155.59,25508.37,6891.48,1686.0,1675.3199999999997,213.0
2021-04-12,pre,12529.0,2127.0,61961.0,113318.0,1709.0,98074.0,6493.0,12489.0,191.0,857.0,453.0,9110.179999999998,6193.139999999999,23033.970000000005,97661.05000000002,819.9200000000001,445866.76,23110.0,6353.88,0.0,1802.0,990.37
2021-04-19,pre,12776.0,2141.0,58509.0,110904.0,1657.0,108360.0,6794.0,12126.0,169.0,776.0,541.0,10071.339999999998,3614.79,32305.06,84796.03000000001,713.0,454205.9,15314.0,6745.98,430.0,1026.0,62.0
2021-04-26,pre,12133.0,1882.0,59360.0,114155.0,1752.0,96120.0,6407.0,12197.0,296.0,780.0,513.0,12697.859999999997,8987.0,19399.08,72956.51000000001,1137.97,453092.55,21955.0,7979.919999999999,466.0,1087.65,0.0
2021-05-03,pre,12482.0,2013.0,59679.0,118218.0,1796.0,89519.0,7121.0,12755.0,297.0,955.0,450.0,11598.1,4148.99,19098.630000000005,74169.0,363.0,422424.94999999995,39606.0,16311.640000000001,401.0,2229.4,0.0
2021-05-10,pre,12408.0,1981.0,60890.0,115641.0,1745.0,84562.0,6517.0,12624.0,207.0,971.0,323.0,14631.699999999995,3309.99,20766.39,74695.84,643.0,414545.89,27751.6,8660.929999999998,354.0,604.0,448.0
2021-05-17,pre,13164.0,2001.0,63017.0,115378.0,1629.0,86341.0,5693.0,12673.0,206.0,877.0,398.0,10012.809999999998,4713.85,21101.84,70501.38999999998,253.66,430237.8,18588.85,13597.199999999999,694.0,669.0,1870.0
2021-05-24,pre,13306.0,2002.0,54838.0,105418.0,1674.0,98609.0,6514.0,12869.0,315.0,946.0,398.0,10045.919999999998,10548.48,18977.370000000003,83210.24,418.0,492398.56999999995,18601.4,7774.95,348.0,1164.0,321.99
2021-05-31,pre,12482.0,2158.0,54153.0,99127.0,1548.0,91560.0,6559.0,12359.0,468.0,775.0,436.0,16385.54,5186.24,22419.019999999997,73481.77,758.99,551337.93,26064.32,8215.96,646.99,1415.84,0.0
2021-06-07,pre,11923.0,2067.0,46768.0,91032.0,1683.0,85787.0,6270.0,11314.0,498.0,802.0,358.0,15923.679999999998,3473.0,19511.86,76863.33,759.99,478755.86000000004,23046.29,8543.779999999999,296.99,1413.35,0.0
2021-06-14,pre,12283.0,2017.0,50294.0,93340.0,1705.0,89700.0,5716.0,12746.0,431.0,864.0,462.0,13958.669999999996,15277.0,20392.2,77188.98,335.51,510184.0,23516.79,8382.779999999999,883.0,575.75,755.99
